gsm	tissue	type	cluster
GSM753426	H1_BMP4_derived_mesendoderm_cultured_cells	H3K27ac	2
GSM753427	H1_BMP4_derived_trophoblast_cultured_cells	H3K27ac	3
GSM753428	H1_BMP4_derived_trophoblast_cultured_cells	H3K27ac	3
GSM753429	H1_derived_neuronal_progenitor_cultured_cells	H3K27ac	3
GSM753430	H1_BMP4_derived_trophoblast_cultured_cells	H3K27me3	5
GSM753431	H1_BMP4_derived_trophoblast_cultured_cells	H3K27me3	9
GSM753432	H1_BMP4_derived_trophoblast_cultured_cells	H3K36me3	3
GSM753433	H1_BMP4_derived_trophoblast_cultured_cells	H3K36me3	5
GSM753434	H1_derived_mesenchymal_stem_cells	H3K36me3	3
GSM753435	H1_BMP4_derived_trophoblast_cultured_cells	H3K4me1	3
GSM753436	H1_BMP4_derived_trophoblast_cultured_cells	H3K4me1	5
GSM753437	H1_derived_mesenchymal_stem_cells	H3K4me1	3
GSM753438	H1_BMP4_derived_trophoblast_cultured_cells	H3K4me2	2
GSM753439	H1_BMP4_derived_trophoblast_cultured_cells	H3K4me2	9
GSM753440	H1_BMP4_derived_mesendoderm_cultured_cells	H3K4me3	9
GSM753441	H1_BMP4_derived_trophoblast_cultured_cells	H3K4me3	3
GSM753442	H1_BMP4_derived_trophoblast_cultured_cells	H3K4me3	5
GSM753445	H1_derived_mesenchymal_stem_cells	H3K9me3	9
GSM753446	H1_BMP4_derived_mesendoderm_cultured_cells	ChIP-Seq_input	4
GSM753447	H1_BMP4_derived_mesendoderm_cultured_cells	ChIP-Seq_input	4
GSM753448	H1_BMP4_derived_trophoblast_cultured_cells	ChIP-Seq_input	11
GSM753449	H1_BMP4_derived_trophoblast_cultured_cells	ChIP-Seq_input	11
GSM753973	breast_vHMEC	DNase_hypersensitivity	6
GSM753974	breast_vHMEC	DNase_hypersensitivity	6
GSM767341	H1_derived_mesenchymal_stem_cells	H3K27ac	11
GSM767342	H1_derived_mesenchymal_stem_cells	H3K27ac	9
GSM767343	H1_derived_neuronal_progenitor_cultured_cells	H3K27ac	2
GSM767344	H1_derived_mesenchymal_stem_cells	H3K27me3	2
GSM767345	H1_derived_mesenchymal_stem_cells	H3K27me3	2
GSM767346	H1_derived_mesenchymal_stem_cells	H3K36me3	5
GSM767347	H1_derived_mesenchymal_stem_cells	H3K4me1	13
GSM767348	H1_derived_mesenchymal_stem_cells	H3K4me3	5
GSM767349	H1_derived_mesenchymal_stem_cells	H3K4me3	5
GSM767350	H1_derived_neuronal_progenitor_cultured_cells	H3K4me3	9
GSM767351	H1_derived_neuronal_progenitor_cultured_cells	H3K4me3	9
GSM767352	H1_derived_mesenchymal_stem_cells	H3K9me3	9
GSM767353	H1_derived_mesenchymal_stem_cells	ChIP-Seq_input	11
GSM767354	H1_derived_mesenchymal_stem_cells	ChIP-Seq_input	2
GSM767355	H1_derived_neuronal_progenitor_cultured_cells	ChIP-Seq_input	11
GSM767356	H1_derived_neuronal_progenitor_cultured_cells	ChIP-Seq_input	11
GSM772732	heart_fetal	H3K4me1	7
GSM772733	kidney_fetal	ChIP-Seq_input	4
GSM772734	CD34_mobilized_primary_cells	H3K4me1	5
GSM772735	heart_fetal	H3K4me3	8
GSM772736	H9_derived_neuronal_progenitor_cultured_cells	H3K4me3	1
GSM772737	H9_derived_neuron_cultured_cells	ChIP-Seq_input	12
GSM772738	H9_derived_neuron_cultured_cells	H3K9me3	1
GSM772739	adipose_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM772740	adipose_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM772741	adipose_derived_mesenchymal_stem_cells	H3K9ac	1
GSM772742	adipose_derived_mesenchymal_stem_cells	H3K9me3	8
GSM772743	adipose_derived_mesenchymal_stem_cells	H3K36me3	1
GSM772744	adipose_derived_mesenchymal_stem_cells	H3K27me3	1
GSM772745	adipose_derived_mesenchymal_stem_cells	H3K4me1	1
GSM772746	adipose_derived_mesenchymal_stem_cells	H3K4me3	12
GSM772747	adipose_derived_mesenchymal_stem_cells	H3K4me3	8
GSM772748	adipose_derived_mesenchymal_stem_cells	H3K4me1	6
GSM772749	HUES64_cell_line	H3K9ac	11
GSM772750	HUES64_cell_line	H3K27me3	11
GSM772751	HUES64_cell_line	H3K36me3	2
GSM772752	HUES64_cell_line	H3K4me3	9
GSM772753	CD19_primary_cells	ChIP-Seq_input	12
GSM772754	HUES64_cell_line	ChIP-Seq_input	4
GSM772755	HUES48_cell_line	ChIP-Seq_input	12
GSM772756	HUES64_cell_line	H3K9me3	11
GSM772757	adipose_nuclei	H3K4me1	6
GSM772758	CD15_primary_cells	ChIP-Seq_input	4
GSM772759	adipose_derived_mesenchymal_stem_cells	H3K9me3	8
GSM772760	adipose_derived_mesenchymal_stem_cells	H3K9ac	1
GSM772761	adipose_derived_mesenchymal_stem_cells	H3K4me3	8
GSM772762	adipose_derived_mesenchymal_stem_cells	H3K4me1	7
GSM772763	adipose_derived_mesenchymal_stem_cells	H3K36me3	2
GSM772764	adipose_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM772765	adipose_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM772766	HUES48_cell_line	H3K27me3	2
GSM772767	iPS-15b_cell_line	H3K4me1	1
GSM772768	brain_angular_gyrus	H3K36me3	1
GSM772769	brain_angular_gyrus	H3K4me3	12
GSM772770	brain_angular_gyrus	H3K4me1	1
GSM772771	adipose_nuclei	H3K27me3	1
GSM772772	brain_inferior_temporal_lobe	H3K27me3	1
GSM772773	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K27me3	2
GSM772774	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K9ac	2
GSM772775	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K9me3	8
GSM772776	H9_derived_neuron_cultured_cells	H3K4me3	1
GSM772778	brain_angular_gyrus	H3K9ac	1
GSM772779	brain_angular_gyrus	H3K9me3	12
GSM772780	HUES48_cell_line	H3K9me3	10
GSM772781	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM772785	H9_derived_neuron_cultured_cells	H3K4me1	2
GSM772786	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K9ac	2
GSM772787	H9_derived_neuron_cultured_cells	H3K27me3	7
GSM772788	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K27me3	2
GSM772789	ES-I3_cell_line	H3K4me1	1
GSM772790	CD4_memory_primary_cells	H3K4me3	9
GSM772791	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	ChIP-Seq_input	12
GSM772792	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K4me3	11
GSM772793	HUES48_cell_line	H3K4me1	1
GSM772794	HUES48_cell_line	ChIP-Seq_input	12
GSM772795	H9_derived_neuronal_progenitor_cultured_cells	H3K36me3	7
GSM772796	HUES48_cell_line	H3K9ac	12
GSM772797	HUES48_cell_line	H3K4me3	8
GSM772798	HUES48_cell_line	H3K36me3	1
GSM772799	HUES48_cell_line	H3K9me3	8
GSM772800	HUES64_cell_line	H3K4me1	11
GSM772801	H9_derived_neuronal_progenitor_cultured_cells	H3K27me3	1
GSM772802	adipose_nuclei	H3K9ac	1
GSM772803	H9_derived_neuron_cultured_cells	H3K36me3	7
GSM772804	iPS-20b_cell_line	H3K4me1	11
GSM772805	H9_derived_neuronal_progenitor_cultured_cells	ChIP-Seq_input	12
GSM772807	HUES64_cell_line	ChIP-Seq_input	4
GSM772808	H9_derived_neuronal_progenitor_cultured_cells	H3K4me1	1
GSM772810	H9_derived_neuronal_progenitor_cultured_cells	H3K9me3	1
GSM772811	kidney	H3K9ac	4
GSM772812	adipose_derived_mesenchymal_stem_cells	H3K9ac	7
GSM772813	adipose_derived_mesenchymal_stem_cells	H3K9me3	8
GSM772814	CD15_primary_cells	H3K36me3	7
GSM772816	adipose_derived_mesenchymal_stem_cells	H3K4me1	7
GSM772817	adipose_derived_mesenchymal_stem_cells	H3K4me3	1
GSM772818	adipose_derived_mesenchymal_stem_cells	H3K36me3	7
GSM772819	adipose_derived_mesenchymal_stem_cells	H3K27me3	7
GSM772820	adipose_derived_mesenchymal_stem_cells	H3K36me3	7
GSM772821	adipose_derived_mesenchymal_stem_cells	H3K27me3	7
GSM772822	adipose_derived_mesenchymal_stem_cells	H3K9ac	7
GSM772823	adipose_derived_mesenchymal_stem_cells	H3K9me3	8
GSM772825	chondrocytes_from_bone_marrow_derived_mesenchymal_stem_cells	H3K36me3	2
GSM772826	brain_anterior_caudate	ChIP-Seq_input	4
GSM772827	brain_anterior_caudate	H3K27me3	11
GSM772828	brain_anterior_caudate	H3K36me3	9
GSM772829	brain_anterior_caudate	H3K4me3	2
GSM772830	brain_anterior_caudate	H3K4me1	9
GSM772831	brain_anterior_caudate	H3K9me3	8
GSM772832	brain_anterior_caudate	H3K27ac	9
GSM772833	brain_mid_frontal_lobe	H3K27me3	11
GSM772834	brain_mid_frontal_lobe	H3K9me3	11
GSM772835	CD4_naive_primary_cells	H3K27ac	11
GSM772836	CD4_naive_primary_cells	H3K4me3	4
GSM772837	duodenum_smooth_muscle	H3K4me1	11
GSM772838	duodenum_smooth_muscle	H3K36me3	11
GSM772839	duodenum_smooth_muscle	H3K4me3	4
GSM772840	duodenum_smooth_muscle	H3K27me3	11
GSM772841	iPS-20b_cell_line	ChIP-Seq_input	4
GSM772842	iPS-20b_cell_line	H3K9me3	10
GSM772843	iPS-20b_cell_line	H3K9ac	11
GSM772844	iPS-20b_cell_line	H3K4me3	2
GSM772845	iPS-20b_cell_line	H3K4me1	2
GSM772846	iPS-20b_cell_line	H3K36me3	11
GSM772847	iPS-20b_cell_line	H3K27me3	9
GSM772848	iPS-20b_cell_line	H3K27ac	11
GSM772849	CD4+_CD25-_Th_primary_cells	H3K4me1	6
GSM772850	CD4+_CD25-_Th_primary_cells	H3K9me3	8
GSM772851	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K4me1	2
GSM772852	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K4me3	11
GSM772853	CD8_naive_primary_cells	H3K4me1	11
GSM772854	CD8_naive_primary_cells	ChIP-Seq_input	11
GSM772855	CD4_memory_primary_cells	H3K27me3	11
GSM772856	HUES64_cell_line	H3K9me3	10
GSM772857	CD4_memory_primary_cells	H3K9me3	4
GSM772858	colon_smooth_muscle	H3K9me3	12
GSM772859	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K27ac	7
GSM772860	CD4_naive_primary_cells	H3K4me1	11
GSM772861	colon_smooth_muscle	H3K4me3	1
GSM772862	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K4me3	4
GSM772863	iPS-20b_cell_line	ChIP-Seq_input	12
GSM772864	brain_substantia_nigra	ChIP-Seq_input	4
GSM772865	CD34_mobilized_primary_cells	H3K36me3	6
GSM772866	CD4+_CD25-_Th_primary_cells	H3K36me3	2
GSM772867	CD4+_CD25-_Th_primary_cells	H3K4me3	11
GSM772868	CD4+_CD25-_Th_primary_cells	H3K27me3	2
GSM772869	CD4_naive_primary_cells	H3K4me1	2
GSM772870	CD34_mobilized_primary_cells	H3K27ac	6
GSM772871	CD8_naive_primary_cells	H3K27me3	11
GSM772872	CD8_naive_primary_cells	H3K36me3	11
GSM772873	CD8_memory_primary_cells	H3K4me1	2
GSM772874	CD8_memory_primary_cells	ChIP-Seq_input	4
GSM772875	CD4_naive_primary_cells	H3K9me3	4
GSM772876	CD4_naive_primary_cells	ChIP-Seq_input	4
GSM772877	CD8_memory_primary_cells	H3K36me3	4
GSM772878	CD8_memory_primary_cells	H3K27me3	2
GSM772879	CD8_memory_primary_cells	H3K9me3	4
GSM772880	CD8_memory_primary_cells	H3K27ac	11
GSM772881	CD4_memory_primary_cells	ChIP-Seq_input	4
GSM772882	CD8_naive_primary_cells	H3K9me3	4
GSM772883	stomach_smooth_muscle	ChIP-Seq_input	4
GSM772884	CD4_memory_primary_cells	H3K4me1	9
GSM772885	CD34_mobilized_primary_cells	H3K27ac	2
GSM772886	stomach_smooth_muscle	H3K9ac	2
GSM772887	stomach_smooth_muscle	H3K4me3	11
GSM772888	stomach_smooth_muscle	H3K9me3	4
GSM772889	duodenum_mucosa	H3K9me3	8
GSM772890	duodenum_mucosa	ChIP-Seq_input	4
GSM772891	stomach_smooth_muscle	H3K36me3	11
GSM772892	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K36me3	11
GSM772893	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K36me3	4
GSM772894	CD34_mobilized_primary_cells	H3K27ac	1
GSM772895	CD8_naive_primary_cells	H3K36me3	11
GSM772896	CD8_naive_primary_cells	H3K4me3	4
GSM772897	brain_substantia_nigra	H3K9me3	8
GSM772898	brain_substantia_nigra	H3K4me1	9
GSM772899	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K27me3	7
GSM772900	CD8_naive_primary_cells	H3K27me3	11
GSM772901	brain_substantia_nigra	H3K4me3	11
GSM772902	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K4me1	2
GSM772903	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K9me3	4
GSM772904	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	ChIP-Seq_input	4
GSM772905	CD4+_CD25-_IL17-_PMA-ionomycin_stimulated_MACS_purified_Th_primary_cells	H3K27ac	7
GSM772906	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K27me3	11
GSM772907	stomach_mucosa	H3K4me1	9
GSM772908	duodenum_smooth_muscle	H3K27ac	11
GSM772909	duodenum_smooth_muscle	H3K9me3	4
GSM772910	duodenum_smooth_muscle	ChIP-Seq_input	4
GSM772911	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K27me3	2
GSM772912	HUES64_cell_line	H3K36me3	9
GSM772913	HUES64_cell_line	ChIP-Seq_input	4
GSM772914	CD4+_CD25+_CD127-_Treg_primary_cells	ChIP-Seq_input	4
GSM772915	CD4+_CD25-_Th_primary_cells	ChIP-Seq_input	4
GSM772916	CD4_naive_primary_cells	ChIP-Seq_input	4
GSM772917	CD4_naive_primary_cells	H3K9me3	4
GSM772918	CD4_naive_primary_cells	H3K36me3	4
GSM772919	CD4_naive_primary_cells	H3K27me3	11
GSM772920	CD4+_CD25-_CD45RA+_naive_primary_cells	ChIP-Seq_input	11
GSM772921	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K9me3	8
GSM772922	CD8_naive_primary_cells	H3K4me3	4
GSM772923	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K36me3	2
GSM772924	CD4_memory_primary_cells	H3K4me1	11
GSM772925	CD4_memory_primary_cells	H3K4me3	4
GSM772926	CD4_memory_primary_cells	H3K36me3	4
GSM772927	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K9me3	4
GSM772928	CD4+_CD25-_CD45RO+_memory_primary_cells	H3K4me1	7
GSM772929	CD8_memory_primary_cells	H3K4me3	4
GSM772930	CD4_memory_primary_cells	ChIP-Seq_input	4
GSM772931	brain_angular_gyrus	ChIP-Seq_input	11
GSM772932	CD4_naive_primary_cells	H3K36me3	11
GSM772933	CD8_memory_primary_cells	H3K4me1	11
GSM772934	CD4_naive_primary_cells	H3K27ac	7
GSM772935	iPS-18a_cell_line	H3K27me3	7
GSM772936	stomach_mucosa	H3K36me3	11
GSM772937	brain_substantia_nigra	H3K27me3	11
GSM772938	CD34_mobilized_primary_cells	H3K9me3	10
GSM772939	stomach_mucosa	ChIP-Seq_input	4
GSM772940	stomach_mucosa	H3K9me3	4
GSM772941	stomach_mucosa	H3K9ac	2
GSM772942	stomach_mucosa	H3K4me3	11
GSM772943	CD4+_CD25+_CD127-_Treg_primary_cells	H3K9me3	8
GSM772944	CD4+_CD25+_CD127-_Treg_primary_cells	H3K4me3	2
GSM772945	CD4+_CD25+_CD127-_Treg_primary_cells	H3K36me3	2
GSM772946	CD4+_CD25+_CD127-_Treg_primary_cells	H3K27me3	2
GSM772947	CD4_naive_primary_cells	H3K27me3	11
GSM772948	CD4_naive_primary_cells	H3K4me3	4
GSM772949	CD8_naive_primary_cells	H3K27ac	11
GSM772950	CD34_mobilized_primary_cells	ChIP-Seq_input	12
GSM772951	CD34_mobilized_primary_cells	H3K27me3	7
GSM772952	CD8_memory_primary_cells	ChIP-Seq_input	4
GSM772953	CD4+_CD25int_CD127+_Tmem_primary_cells	ChIP-Seq_input	4
GSM772954	CD4_memory_primary_cells	H3K4me3	4
GSM772955	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K27me3	2
GSM772956	CD8_memory_primary_cells	H3K27me3	11
GSM772957	CD8_memory_primary_cells	H3K36me3	11
GSM772958	CD8_memory_primary_cells	H3K9me3	4
GSM772959	brain_angular_gyrus	H3K4me3	11
GSM772960	brain_angular_gyrus	H3K9me3	8
GSM772961	brain_angular_gyrus	H3K36me3	2
GSM772962	brain_angular_gyrus	H3K4me1	2
GSM772963	CD4_memory_primary_cells	H3K27ac	6
GSM772964	CD4_memory_primary_cells	H3K36me3	4
GSM772966	CD4_memory_primary_cells	H3K9me3	4
GSM772967	CD8_memory_primary_cells	H3K4me3	4
GSM772968	colon_smooth_muscle	ChIP-Seq_input	12
GSM772969	stomach_mucosa	H3K27me3	2
GSM772970	colon_smooth_muscle	H3K9ac	12
GSM772971	HUES64_cell_line	H3K4me1	2
GSM772972	colon_smooth_muscle	H3K4me1	1
GSM772973	CD4+_CD25+_CD127-_Treg_primary_cells	H3K4me1	2
GSM772974	colon_smooth_muscle	H3K27me3	12
GSM772975	colon_smooth_muscle	H3K36me3	2
GSM772976	CD8_naive_primary_cells	H3K27ac	11
GSM772977	HUES64_cell_line	H3K27me3	2
GSM772978	HUES64_cell_line	H3K4me3	11
GSM772979	HUES64_cell_line	ChIP-Seq_input	4
GSM772980	HUES64_cell_line	H3K9ac	11
GSM772981	CD4+_CD25int_CD127+_Tmem_primary_cells	H3K36me3	11
GSM772982	brain_inferior_temporal_lobe	H3K36me3	2
GSM772983	brain_angular_gyrus	H3K27me3	11
GSM772984	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K9me3	4
GSM772985	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K4me1	2
GSM772986	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K4me3	11
GSM772987	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	H3K27ac	7
GSM772988	CD4+_CD25-_IL17+_PMA-ionomcyin_stimulated_Th17_primary_cells	ChIP-Seq_input	11
GSM772989	brain_cingulate_gyrus	H3K27me3	11
GSM772990	brain_cingulate_gyrus	ChIP-Seq_input	4
GSM772991	brain_inferior_temporal_lobe	ChIP-Seq_input	4
GSM772992	brain_inferior_temporal_lobe	H3K4me1	2
GSM772993	brain_inferior_temporal_lobe	H3K27me3	11
GSM772994	brain_inferior_temporal_lobe	H3K9me3	8
GSM772995	brain_inferior_temporal_lobe	H3K27ac	9
GSM772996	brain_inferior_temporal_lobe	H3K4me3	11
GSM772997	CD4_memory_primary_cells	H3K27ac	4
GSM772998	CD4_memory_primary_cells	H3K27me3	2
GSM772999	CD4+_CD25-_CD45RO+_memory_primary_cells	ChIP-Seq_input	11
GSM773000	kidney	H3K36me3	11
GSM773001	kidney	H3K4me1	2
GSM773002	HUES64_cell_line	H3K27me3	11
GSM773003	HUES64_cell_line	H3K9ac	4
GSM773004	CD4+_CD25-_CD45RA+_naive_primary_cells	H3K27ac	6
GSM773005	kidney	H3K4me3	11
GSM773006	kidney	H3K9ac	11
GSM773007	brain_cingulate_gyrus	H3K4me1	2
GSM773008	brain_cingulate_gyrus	H3K4me3	11
GSM773009	brain_cingulate_gyrus	H3K36me3	11
GSM773010	brain_mid_frontal_lobe	ChIP-Seq_input	4
GSM773011	brain_cingulate_gyrus	H3K27ac	2
GSM773012	brain_mid_frontal_lobe	H3K4me3	2
GSM773013	brain_mid_frontal_lobe	H3K36me3	9
GSM773014	brain_mid_frontal_lobe	H3K4me1	2
GSM773015	brain_mid_frontal_lobe	H3K27ac	9
GSM773016	brain_angular_gyrus	H3K27ac	2
GSM773017	brain_hippocampus_middle	H3K9me3	8
GSM773018	brain_hippocampus_middle	H3K36me3	9
GSM773019	brain_hippocampus_middle	ChIP-Seq_input	4
GSM773020	brain_hippocampus_middle	H3K27ac	3
GSM773021	brain_hippocampus_middle	H3K4me1	9
GSM773022	brain_hippocampus_middle	H3K4me3	11
GSM773023	iPS-18a_cell_line	H3K9me3	8
GSM773024	iPS-18a_cell_line	ChIP-Seq_input	1
GSM773025	kidney	ChIP-Seq_input	4
GSM773026	kidney	H3K9me3	4
GSM773027	iPS-18a_cell_line	H3K36me3	1
GSM773028	iPS-18a_cell_line	H3K4me1	1
GSM773029	iPS-18a_cell_line	H3K4me3	1
GSM773030	iPS-18a_cell_line	H3K9ac	1
GSM773031	CD8_naive_primary_cells	H3K9me3	4
GSM773032	CD8_naive_primary_cells	H3K4me1	2
GSM773033	iPS-18a_cell_line	H3K27ac	12
GSM773034	CD8_naive_primary_cells	ChIP-Seq_input	4
GSM773035	CD15_primary_cells	H3K9me3	10
GSM773038	CD15_primary_cells	H3K4me1	2
GSM773041	CD34_mobilized_primary_cells	H3K4me3	9
GSM773042	CD34_mobilized_primary_cells	H3K36me3	6
GSM773043	CD34_mobilized_primary_cells	H3K4me1	9
GSM773044	CD34_mobilized_primary_cells	ChIP-Seq_input	12
GSM773045	CD34_mobilized_primary_cells	ChIP-Seq_input	4
GSM773046	CD34_mobilized_primary_cells	H3K27me3	5
GSM773047	CD34_mobilized_primary_cells	H3K27me3	2
GSM773048	CD34_mobilized_primary_cells	ChIP-Seq_input	12
GSM773049	CD34_mobilized_primary_cells	H3K9me3	10
GSM774201	CD3_mobilized_primary_cells	DNase_hypersensitivity	1
GSM774202	stomach_fetal	DNase_hypersensitivity	6
GSM774203	heart_fetal	DNase_hypersensitivity	6
GSM774204	thymus_fetal	DNase_hypersensitivity	6
GSM774205	small_intestine_fetal	DNase_hypersensitivity	6
GSM774206	lung_fetal	DNase_hypersensitivity	6
GSM774207	lung_fetal	DNase_hypersensitivity	7
GSM774208	CD34_mobilized_primary_cells	DNase_hypersensitivity	5
GSM774209	kidney_fetal	DNase_hypersensitivity	6
GSM774210	small_intestine_fetal	DNase_hypersensitivity	6
GSM774211	lung_fetal	DNase_hypersensitivity	7
GSM774212	stomach_fetal	DNase_hypersensitivity	6
GSM774213	large_intestine_fetal	DNase_hypersensitivity	6
GSM774214	large_intestine_fetal	DNase_hypersensitivity	2
GSM774215	placenta	DNase_hypersensitivity	7
GSM774216	small_intestine_fetal	DNase_hypersensitivity	7
GSM774217	large_intestine_fetal	DNase_hypersensitivity	2
GSM774218	muscle_fetal	DNase_hypersensitivity	7
GSM774219	placenta	DNase_hypersensitivity	5
GSM774220	large_intestine_fetal	DNase_hypersensitivity	5
GSM774221	kidney_fetal	DNase_hypersensitivity	6
GSM774222	kidney_renal_pelvis_fetal	DNase_hypersensitivity	5
GSM774223	muscle_fetal	DNase_hypersensitivity	6
GSM774224	muscle_fetal	DNase_hypersensitivity	7
GSM774225	small_intestine_fetal	DNase_hypersensitivity	7
GSM774226	muscle_fetal	DNase_hypersensitivity	6
GSM774227	lung_fetal	DNase_hypersensitivity	7
GSM774228	large_intestine_fetal	DNase_hypersensitivity	6
GSM774229	small_intestine_fetal	DNase_hypersensitivity	6
GSM774230	thymus_fetal	DNase_hypersensitivity	7
GSM774231	lung_fetal	DNase_hypersensitivity	6
GSM774232	stomach_fetal	DNase_hypersensitivity	6
GSM774233	large_intestine_fetal	DNase_hypersensitivity	6
GSM774234	muscle_fetal	DNase_hypersensitivity	7
GSM774235	muscle_fetal	DNase_hypersensitivity	7
GSM774236	kidney_renal_pelvis_fetal	DNase_hypersensitivity	6
GSM774237	lung_fetal	DNase_hypersensitivity	6
GSM774238	muscle_fetal	DNase_hypersensitivity	6
GSM774239	muscle_fetal	DNase_hypersensitivity	7
GSM774240	penis_foreskin_fibroblast_primary_cells	DNase_hypersensitivity	5
GSM774241	penis_foreskin_fibroblast_primary_cells	DNase_hypersensitivity	5
GSM774242	muscle_fetal	DNase_hypersensitivity	5
GSM774243	penis_foreskin_melanocyte_primary_cells	DNase_hypersensitivity	6
GSM774244	penis_foreskin_melanocyte_primary_cells	DNase_hypersensitivity	7
GSM789280	H1_cell_line	H2BK120ac	2
GSM789281	H1_cell_line	H2BK120ac	2
GSM789284	H1_cell_line	H4K20me1	3
GSM806934	brain_fetal	H3K4me1	1
GSM806935	brain_fetal	H3K4me3	1
GSM806936	brain_fetal	H3K9me3	8
GSM806937	brain_fetal	H3K27me3	1
GSM806938	brain_fetal	H3K36me3	1
GSM806939	brain_fetal	H3K4me1	2
GSM806940	brain_fetal	H3K4me3	9
GSM806941	brain_fetal	H3K9me3	10
GSM806942	brain_fetal	H3K4me1	1
GSM806943	brain_fetal	H3K4me3	2
GSM806944	brain_fetal	H3K9me3	8
GSM806945	brain_fetal	H3K27me3	2
GSM806946	brain_fetal	H3K36me3	7
GSM806947	brain_fetal	ChIP-Seq_input	4
GSM806948	brain_fetal	ChIP-Seq_input	12
GSM807391	H9_cell_line	H2A.Z	12
GSM807392	H1_BMP4_derived_mesendoderm_cultured_cells	H2AK5ac	9
GSM807393	H1_BMP4_derived_mesendoderm_cultured_cells	H2AK5ac	9
GSM807394	H1_BMP4_derived_mesendoderm_cultured_cells	H2BK5ac	9
GSM807395	H1_BMP4_derived_mesendoderm_cultured_cells	H2BK5ac	9
GSM807396	H9_cell_line	H3K23me2	5
GSM807398	H1_BMP4_derived_mesendoderm_cultured_cells	H3K79me1	9
GSM807399	H1_BMP4_derived_mesendoderm_cultured_cells	H3K79me1	3
GSM807401	H1_BMP4_derived_mesendoderm_cultured_cells	H3K79me2	3
GSM807402	H1_BMP4_derived_mesendoderm_cultured_cells	H3K9ac	9
GSM807403	H9_cell_line	H3T11ph	7
GSM817158	skin_fetal	DNase_hypersensitivity	1
GSM817159	kidney_fetal	DNase_hypersensitivity	7
GSM817160	CD8_mobilized_primary_cells	DNase_hypersensitivity	6
GSM817161	small_intestine_fetal	DNase_hypersensitivity	6
GSM817162	large_intestine_fetal	DNase_hypersensitivity	7
GSM817163	kidney_fetal	DNase_hypersensitivity	6
GSM817164	lung_fetal	DNase_hypersensitivity	6
GSM817165	adrenal_gland_fetal	DNase_hypersensitivity	2
GSM817166	CD4_mobilized_primary_cells	DNase_hypersensitivity	5
GSM817167	adrenal_gland_fetal	DNase_hypersensitivity	7
GSM817168	lung_fetal	DNase_hypersensitivity	7
GSM817169	penis_foreskin_fibroblast_primary_cells	DNase_hypersensitivity	5
GSM817170	penis_foreskin_fibroblast_primary_cells	DNase_hypersensitivity	13
GSM817171	muscle_fetal	DNase_hypersensitivity	7
GSM817172	thymus_fetal	DNase_hypersensitivity	9
GSM817173	stomach_fetal	DNase_hypersensitivity	6
GSM817174	lung_fetal	DNase_hypersensitivity	2
GSM817175	lung_fetal	DNase_hypersensitivity	7
GSM817176	kidney_renal_cortex_fetal	DNase_hypersensitivity	2
GSM817177	kidney_renal_pelvis_fetal	DNase_hypersensitivity	7
GSM817178	muscle_fetal	DNase_hypersensitivity	7
GSM817179	muscle_fetal	DNase_hypersensitivity	7
GSM817180	kidney_fetal	DNase_hypersensitivity	2
GSM817181	kidney_fetal	DNase_hypersensitivity	7
GSM817182	muscle_fetal	DNase_hypersensitivity	7
