chr	start	end	GSM1027306	GSM1027310	GSM1027311	GSM1027320	GSM1027322	GSM1027325	GSM1027326	GSM1027328	GSM1027334	GSM1027335	GSM468792	GSM468801	GSM493384	GSM493386	GSM493387	GSM530651	GSM530652	GSM530653	GSM530654	GSM530657	GSM530658	GSM530659	GSM530660	GSM530661	GSM530663	GSM530664	GSM530665	GSM530666	GSM595913	GSM595914	GSM595917	GSM595918	GSM595919	GSM595920	GSM595922	GSM595923	GSM595926	GSM595928	GSM665800	GSM665801	GSM665802	GSM665803	GSM665804	GSM665811	GSM665812	GSM665813	GSM665814	GSM665817	GSM665819	GSM665820	GSM665824	GSM665830	GSM665831	GSM665836	GSM665837	GSM665838	GSM665839	GSM701488	GSM701489	GSM701491	GSM701492	GSM701493	GSM701499	GSM701500	GSM701503	GSM701507	GSM701508	GSM701516	GSM701525	GSM701526	GSM701539	GSM701540	GSM701541	GSM753973	GSM753974	GSM774201	GSM774203	GSM774208	GSM817160	GSM817165	GSM817166	GSM817167	GSM817198	GSM817215	GSM817220	GSM878612	GSM878613	GSM878614	GSM878615	GSM878616	GSM878621	GSM878628	GSM878630	GSM878650	GSM878651	GSM878652	GSM878658	GSM906379	GSM906380	GSM906381	Stem15	Stem16	Stem6
chrX	30000000	31000000	0.217288	0.21818	0.24464	0.196356	0.158874	0.195647	0.176854	0.110914	0.292511	0.332787	0.202044	0.185021	0.111656	0.122263	0.143495	0.062421	0.148336	0.180982	0.065112	0.135067	0.145897	0.080538	0.166136	0.086328	0.222519	0.150544	0.284352	0.21575	0.081746	0.20869	0.10144	0.163985	0.082187	0.091553	0.132771	0.113016	0.11493	0.088284	0.091042	0.090601	0.101482	0.096865	0.167911	0.065507	0.192106	0.24811	0.090417	0.101393	0.151886	0.255481	0.148609	0.106878	0.094144	0.052726	0.075709	0.053506	0.087331	0.173554	0.135641	0.110317	0.093354	0.138329	0.166601	0.214426	0.156046	0.108976	0.127232	0.120637	0.142638	0.124423	0.065279	0.056455	0.10578	0.140328	0.143707	0.252726	0.145371	0.068421	0.092494	0.151526	0.191335	0.211302	0.12966	0.114441	0.11493	0.29319	0.206606	0.203787	0.145448	0.187546	0.130397	0.134063	0.091971	0.122765	0.095832	0.141959	0.265751	0.181741	0.11607	0.138886	0.478443	0.015438	0.511181
chrX	31000000	32000000	0.25805	0.209807	0.237068	0.198215	0.21027	0.207308	0.180214	0.155506	0.323578	0.336432	0.204271	0.180931	0.096609	0.107968	0.132884	0.095856	0.141494	0.173233	0.123268	0.121756	0.135158	0.067258	0.155204	0.163435	0.220251	0.142639	0.27742	0.21386	0.124029	0.198967	0.084949	0.154027	0.063102	0.153571	0.187363	0.156704	0.148301	0.128637	0.084331	0.075636	0.091128	0.085604	0.252122	0.113273	0.182173	0.234858	0.183958	0.183831	0.23136	0.230165	0.276722	0.191585	0.205465	0.041029	0.05773	0.039394	0.061335	0.147354	0.111992	0.091229	0.085771	0.1276	0.154142	0.220693	0.132097	0.100183	0.115586	0.090593	0.128031	0.118001	0.049167	0.044153	0.082144	0.139565	0.143125	0.255848	0.220924	0.053588	0.080295	0.133036	0.16752	0.206151	0.119666	0.113665	0.208107	0.277763	0.189582	0.199308	0.158842	0.183169	0.127591	0.127765	0.178726	0.169569	0.155232	0.187869	0.274989	0.204345	0.123896	0.151129	0.497784	0.013133	0.51988
chrX	32000000	33000000	0.228489	0.20287	0.241109	0.172293	0.192339	0.195036	0.167672	0.122801	0.295223	0.319486	0.179604	0.161991	0.082541	0.105197	0.122717	0.070152	0.131566	0.167198	0.09307	0.10542	0.11605	0.057196	0.142844	0.127339	0.211561	0.13064	0.249487	0.191772	0.094237	0.182274	0.07242	0.141683	0.055336	0.117878	0.17041	0.138011	0.129923	0.100809	0.071691	0.054281	0.078696	0.056941	0.202415	0.085871	0.183109	0.240775	0.143792	0.137346	0.19968	0.2191	0.223165	0.146547	0.170104	0.036649	0.055405	0.037081	0.056226	0.140108	0.10679	0.087242	0.072465	0.118897	0.155668	0.190364	0.126809	0.090429	0.11238	0.087272	0.128759	0.10715	0.048263	0.044933	0.072683	0.111303	0.118655	0.257682	0.175504	0.037404	0.071603	0.132422	0.16489	0.198921	0.094041	0.088227	0.153147	0.28674	0.198258	0.184999	0.136221	0.170705	0.114989	0.119166	0.138891	0.14006	0.109136	0.151537	0.276141	0.186909	0.094956	0.107675	0.525069	0.016281	0.541234
chrX	33000000	34000000	0.203031	0.198965	0.230765	0.164734	0.156713	0.179762	0.166873	0.108244	0.282939	0.31095	0.179547	0.156017	0.07472	0.095998	0.11562	0.059778	0.123127	0.153338	0.072336	0.093759	0.110053	0.055224	0.137876	0.095809	0.201275	0.126084	0.242803	0.182386	0.082744	0.178619	0.067711	0.133263	0.049171	0.097826	0.139607	0.11009	0.107236	0.088114	0.076661	0.05543	0.085871	0.069016	0.178998	0.065418	0.17291	0.226462	0.113246	0.114216	0.169587	0.204927	0.179238	0.116988	0.119531	0.035928	0.053789	0.036705	0.055556	0.133399	0.099621	0.083938	0.064637	0.112734	0.148296	0.188088	0.117958	0.084933	0.109687	0.083202	0.117929	0.098299	0.045454	0.04313	0.070111	0.115398	0.115589	0.249016	0.143876	0.032685	0.068405	0.132571	0.155447	0.19685	0.104781	0.091293	0.125856	0.29167	0.198829	0.175847	0.118182	0.165878	0.117727	0.109327	0.10552	0.113083	0.090356	0.136325	0.265408	0.16472	0.093572	0.105013	0.511332	0.015149	0.536819
chrX	34000000	35000000	0.167469	0.188505	0.21084	0.170601	0.136892	0.183413	0.166665	0.112398	0.271937	0.3102	0.190446	0.164647	0.083455	0.098214	0.116721	0.063306	0.123896	0.13775	0.06197	0.100992	0.111273	0.053428	0.13639	0.080671	0.198306	0.127476	0.255184	0.195849	0.083555	0.181568	0.06846	0.134816	0.051843	0.091396	0.128871	0.105347	0.113033	0.088997	0.078597	0.071979	0.092668	0.085412	0.176033	0.053777	0.167704	0.223121	0.082693	0.095162	0.169889	0.198019	0.150029	0.099231	0.084198	0.037353	0.053064	0.034783	0.052827	0.133312	0.098493	0.084028	0.062571	0.105587	0.146763	0.184946	0.1218	0.08245	0.105782	0.080565	0.118382	0.101481	0.043207	0.042135	0.068464	0.119638	0.124952	0.24794	0.124465	0.037591	0.070174	0.119492	0.151979	0.186795	0.094731	0.084422	0.105082	0.306379	0.204837	0.179188	0.123758	0.17658	0.127817	0.109443	0.088979	0.115988	0.097325	0.138607	0.245898	0.163749	0.103806	0.117067	0.49859	0.01479	0.531566
chrX	35000000	36000000	0.174153	0.181213	0.196638	0.17425	0.118547	0.184141	0.163021	0.10871	0.261175	0.313897	0.18361	0.157695	0.090585	0.099785	0.128591	0.057697	0.132365	0.119296	0.065899	0.114687	0.117952	0.062724	0.145142	0.093912	0.202291	0.132293	0.242096	0.184421	0.080356	0.188617	0.081012	0.143447	0.062783	0.08603	0.124753	0.103805	0.104908	0.084167	0.071139	0.059974	0.075957	0.071424	0.163548	0.061157	0.174193	0.226583	0.094338	0.09809	0.157866	0.198967	0.159198	0.105049	0.094681	0.039409	0.049938	0.035471	0.054922	0.13233	0.095746	0.086024	0.062835	0.107019	0.148927	0.180744	0.128671	0.080329	0.10308	0.080647	0.119723	0.102784	0.046771	0.043997	0.077717	0.117998	0.11861	0.252272	0.133451	0.044397	0.068626	0.111201	0.154237	0.180651	0.098326	0.091584	0.120048	0.252883	0.173862	0.188126	0.117814	0.153347	0.111143	0.122113	0.098877	0.11069	0.086493	0.133572	0.235903	0.159271	0.108099	0.120003	0.504403	0.016344	0.532956
chrX	36000000	37000000	0.155862	0.185988	0.200875	0.166317	0.115921	0.184919	0.161122	0.105146	0.264271	0.311507	0.17976	0.15482	0.084432	0.097681	0.124436	0.053701	0.127813	0.123162	0.056007	0.103277	0.111497	0.053542	0.137432	0.078884	0.199202	0.13179	0.245079	0.183288	0.077187	0.185945	0.070115	0.140177	0.05354	0.080187	0.118171	0.102264	0.108075	0.083697	0.073871	0.068717	0.078339	0.076906	0.164292	0.050867	0.168926	0.227007	0.08007	0.088037	0.1587	0.201241	0.143507	0.093693	0.076772	0.037426	0.051429	0.036277	0.053821	0.132806	0.098782	0.085488	0.061002	0.109106	0.147886	0.183856	0.12535	0.081157	0.110622	0.082294	0.120794	0.103595	0.044014	0.041592	0.072505	0.108444	0.105005	0.24759	0.119714	0.035909	0.069615	0.110576	0.156536	0.190341	0.085427	0.079467	0.099039	0.249107	0.171591	0.182846	0.113893	0.159249	0.114975	0.114249	0.076646	0.110116	0.081114	0.129314	0.238528	0.159172	0.095554	0.105929	0.493018	0.014552	0.527078
chrX	37000000	38000000	0.161129	0.179755	0.200923	0.208626	0.15774	0.199633	0.159389	0.111918	0.256312	0.31108	0.189484	0.170593	0.098436	0.107409	0.132756	0.056914	0.137154	0.136975	0.083638	0.127865	0.129201	0.068005	0.147628	0.110589	0.193862	0.137857	0.257337	0.19561	0.078524	0.197738	0.084849	0.144895	0.066908	0.087588	0.125973	0.110243	0.106685	0.08552	0.087881	0.085774	0.094115	0.091669	0.162431	0.079209	0.173552	0.244615	0.115578	0.121051	0.144214	0.209524	0.17308	0.12593	0.130447	0.051984	0.065059	0.050623	0.076429	0.15858	0.122688	0.101803	0.087072	0.127774	0.160819	0.197946	0.139769	0.101901	0.126685	0.111447	0.130122	0.115124	0.057312	0.056158	0.092503	0.141366	0.139162	0.231946	0.165403	0.058542	0.085366	0.118392	0.173712	0.185705	0.09998	0.098913	0.137828	0.259072	0.184792	0.196622	0.124023	0.175197	0.121028	0.121863	0.121296	0.11214	0.090419	0.132388	0.235421	0.152708	0.106326	0.121398	0.454905	0.012485	0.49193
chrX	38000000	39000000	0.218057	0.224821	0.247823	0.238316	0.207827	0.226328	0.203757	0.152817	0.319938	0.368265	0.223096	0.202565	0.131484	0.132082	0.168214	0.080895	0.171194	0.184329	0.102926	0.158073	0.166057	0.095222	0.19207	0.141755	0.241609	0.157326	0.306553	0.232014	0.107353	0.238672	0.11478	0.186741	0.09736	0.122217	0.167219	0.148855	0.142442	0.116419	0.108055	0.108877	0.114539	0.106504	0.218865	0.104459	0.212694	0.303552	0.13601	0.15035	0.199524	0.266012	0.196042	0.163582	0.154902	0.063497	0.090061	0.06892	0.110876	0.213652	0.169044	0.131156	0.110843	0.1547	0.206945	0.241726	0.173549	0.136033	0.15667	0.164401	0.160646	0.150688	0.076803	0.075603	0.120192	0.156533	0.156268	0.273478	0.207419	0.088714	0.107636	0.15293	0.233398	0.222408	0.128204	0.117488	0.16508	0.297237	0.214337	0.217342	0.158784	0.203016	0.140982	0.141271	0.151705	0.148855	0.125781	0.16649	0.283614	0.18687	0.127143	0.144759	0.469561	0.011029	0.513044
chrX	39000000	40000000	0.290755	0.268364	0.28857	0.3078	0.274351	0.253271	0.232162	0.237443	0.421864	0.436788	0.255907	0.242359	0.203109	0.182373	0.211055	0.137222	0.233474	0.236711	0.18073	0.233086	0.237348	0.157683	0.258145	0.210268	0.293689	0.211639	0.373919	0.291375	0.155986	0.299468	0.138869	0.213122	0.138916	0.177488	0.232332	0.218606	0.21279	0.184267	0.169883	0.180792	0.185118	0.158477	0.287523	0.187319	0.254876	0.374387	0.196851	0.235369	0.265853	0.331541	0.262038	0.268729	0.233992	0.097032	0.141215	0.125451	0.171343	0.31505	0.26219	0.178881	0.169379	0.221431	0.267587	0.284666	0.224144	0.184677	0.20516	0.266148	0.214689	0.197618	0.147909	0.132249	0.141025	0.196099	0.180782	0.287291	0.343213	0.162649	0.177327	0.171946	0.350374	0.257944	0.195976	0.192684	0.269363	0.379609	0.290998	0.25079	0.24004	0.287377	0.184007	0.179523	0.241624	0.227994	0.218496	0.235923	0.293054	0.278473	0.167238	0.208979	0.436107	0.008779	0.48428
chrX	40000000	41000000	0.279492	0.247685	0.277969	0.256007	0.229122	0.218544	0.196959	0.177555	0.369693	0.361934	0.233298	0.218223	0.170286	0.155891	0.184427	0.098656	0.19507	0.221529	0.127061	0.201707	0.208502	0.134653	0.218621	0.150773	0.266337	0.186219	0.334152	0.25832	0.118771	0.253837	0.129197	0.201637	0.119707	0.132238	0.167821	0.160497	0.159787	0.134319	0.150638	0.167003	0.176572	0.150789	0.225623	0.12825	0.243908	0.353713	0.1538	0.165663	0.192503	0.302516	0.219776	0.18966	0.166545	0.094384	0.128889	0.117677	0.149595	0.275835	0.230193	0.168555	0.15312	0.208218	0.255404	0.245325	0.192806	0.179155	0.191992	0.239029	0.19278	0.176506	0.127297	0.121567	0.132569	0.173422	0.167302	0.262929	0.251856	0.132369	0.159815	0.183264	0.298638	0.240066	0.150195	0.14956	0.197439	0.368521	0.28038	0.227734	0.198691	0.270376	0.178622	0.158354	0.166173	0.170806	0.161866	0.177675	0.290496	0.243034	0.152726	0.183776	0.457078	0.013039	0.500839
chrX	41000000	42000000	0.236431	0.220412	0.245275	0.236424	0.188562	0.212204	0.17347	0.147234	0.333079	0.323732	0.216867	0.198082	0.14025	0.130534	0.155932	0.077668	0.161898	0.18284	0.096445	0.171486	0.176727	0.104563	0.190746	0.128546	0.234004	0.162807	0.30543	0.238452	0.101331	0.221639	0.109146	0.185909	0.103145	0.1208	0.155587	0.137662	0.136484	0.11335	0.116603	0.125724	0.14229	0.130288	0.218611	0.097343	0.237214	0.337518	0.132468	0.13885	0.175356	0.291908	0.206334	0.159439	0.142229	0.091176	0.123453	0.106971	0.143348	0.272532	0.224723	0.167018	0.13999	0.186495	0.243055	0.240669	0.15738	0.158482	0.188071	0.240172	0.187545	0.1595	0.104239	0.109812	0.106265	0.160251	0.16085	0.268581	0.199243	0.096629	0.148945	0.153988	0.276852	0.211608	0.126226	0.119337	0.164885	0.338556	0.241867	0.205119	0.163297	0.231313	0.149826	0.140696	0.133295	0.150192	0.131328	0.168806	0.278009	0.202849	0.146471	0.175648	0.481061	0.012379	0.513064
chrX	42000000	43000000	0.156041	0.186752	0.201116	0.187282	0.131872	0.189262	0.148236	0.120932	0.251611	0.319509	0.180582	0.164594	0.097227	0.103627	0.139242	0.068454	0.138903	0.127143	0.062633	0.116737	0.130553	0.062968	0.147445	0.090141	0.203777	0.13909	0.254735	0.196616	0.088055	0.201622	0.084692	0.148874	0.063176	0.09864	0.150931	0.124766	0.121893	0.096522	0.090842	0.091572	0.103198	0.097103	0.192307	0.060086	0.206627	0.326548	0.08698	0.101553	0.178529	0.24198	0.146304	0.10424	0.089845	0.059643	0.093169	0.069574	0.09662	0.223124	0.16777	0.124562	0.116426	0.168577	0.234467	0.209842	0.135071	0.148346	0.161094	0.191016	0.175335	0.157283	0.067374	0.071688	0.076524	0.140687	0.138461	0.261448	0.135186	0.049733	0.110238	0.119654	0.25729	0.193716	0.114017	0.097792	0.109375	0.290352	0.209404	0.18896	0.137718	0.167371	0.121742	0.117464	0.08978	0.125555	0.105559	0.146442	0.243596	0.165532	0.10258	0.114447	0.461572	0.010257	0.506417
chrX	43000000	44000000	0.181455	0.208272	0.227134	0.218592	0.183271	0.21118	0.170937	0.129862	0.344042	0.335467	0.19552	0.177972	0.106222	0.107593	0.145019	0.075316	0.146839	0.1527	0.081997	0.126003	0.133984	0.070482	0.158675	0.107938	0.213881	0.143674	0.27405	0.210469	0.098902	0.206211	0.084984	0.157532	0.072423	0.107411	0.148067	0.126652	0.131346	0.104166	0.10135	0.09858	0.104747	0.097241	0.19032	0.078942	0.19248	0.293216	0.11172	0.121671	0.183742	0.252739	0.176096	0.125979	0.120349	0.05545	0.08227	0.060997	0.092244	0.202556	0.147186	0.115358	0.098735	0.141838	0.202572	0.23145	0.149816	0.122022	0.155307	0.157937	0.154046	0.133763	0.067442	0.070114	0.100642	0.153815	0.156065	0.261986	0.16503	0.058819	0.101458	0.133663	0.222117	0.212312	0.104051	0.095194	0.137836	0.287708	0.2083	0.210199	0.146009	0.184788	0.131027	0.135061	0.114775	0.136167	0.116084	0.15146	0.266361	0.174264	0.114515	0.136976	0.468894	0.01117	0.509654
chrX	44000000	45000000	0.243573	0.190412	0.201411	0.207792	0.167458	0.19922	0.152976	0.136871	0.308922	0.303143	0.193756	0.17569	0.134256	0.121818	0.146947	0.071736	0.15565	0.134307	0.091731	0.172441	0.174535	0.09486	0.186658	0.108626	0.222692	0.146343	0.273284	0.215563	0.092604	0.208861	0.109538	0.185186	0.099899	0.108276	0.145486	0.124471	0.131705	0.111288	0.099072	0.103388	0.112442	0.101348	0.197431	0.089252	0.212917	0.313105	0.137662	0.125731	0.174496	0.261133	0.203297	0.149694	0.13615	0.06987	0.097026	0.081258	0.109488	0.215437	0.176945	0.13314	0.108191	0.158268	0.221836	0.20483	0.139038	0.129652	0.160479	0.186285	0.162638	0.141634	0.079022	0.078291	0.093977	0.152458	0.151412	0.252078	0.1879	0.089475	0.119892	0.11931	0.247484	0.190323	0.110117	0.10431	0.15647	0.278365	0.199593	0.196188	0.136093	0.199409	0.131423	0.130609	0.123629	0.137816	0.118725	0.156107	0.239552	0.171582	0.104819	0.123968	0.47287	0.013298	0.508059
chrX	45000000	46000000	0.187927	0.187554	0.201165	0.2094	0.15344	0.194599	0.158562	0.132911	0.301739	0.324841	0.235475	0.210867	0.126667	0.118344	0.153357	0.074998	0.160589	0.126098	0.0829	0.157103	0.157567	0.088958	0.176232	0.102828	0.219611	0.15283	0.313291	0.242434	0.095586	0.220533	0.11085	0.185244	0.096018	0.104322	0.120094	0.100983	0.130001	0.107167	0.104494	0.110662	0.112929	0.103064	0.186305	0.07584	0.204918	0.290561	0.106621	0.123566	0.174878	0.273888	0.170305	0.129411	0.12326	0.066669	0.092297	0.070136	0.101751	0.204979	0.164364	0.122883	0.099096	0.13908	0.19317	0.199921	0.151074	0.115583	0.156896	0.160642	0.154154	0.130027	0.073197	0.069997	0.102892	0.20527	0.206654	0.254226	0.164767	0.08645	0.127487	0.117762	0.220121	0.194894	0.123585	0.112575	0.132194	0.278683	0.208905	0.205343	0.143911	0.188937	0.131697	0.130779	0.111179	0.131226	0.117524	0.157762	0.241348	0.172122	0.139678	0.165186	0.447751	0.009975	0.501799
chrX	46000000	47000000	0.209117	0.201701	0.22233	0.220232	0.188861	0.208849	0.172118	0.130293	0.310348	0.328813	0.21202	0.197891	0.139414	0.130675	0.158723	0.070761	0.169913	0.1607	0.096906	0.179044	0.174991	0.110044	0.190625	0.112963	0.228819	0.166257	0.30053	0.233992	0.088992	0.220852	0.121922	0.186985	0.115661	0.103812	0.12978	0.11291	0.123172	0.097688	0.124972	0.129286	0.134225	0.124095	0.173158	0.090226	0.202011	0.28857	0.115899	0.127486	0.159598	0.279742	0.176858	0.142565	0.130569	0.069327	0.095696	0.075234	0.107373	0.210953	0.17242	0.130378	0.134677	0.168117	0.192405	0.209934	0.159631	0.155394	0.154895	0.172006	0.157143	0.154491	0.087609	0.083147	0.106125	0.186324	0.175905	0.248181	0.17887	0.107852	0.122902	0.141144	0.236681	0.202971	0.135113	0.120994	0.146937	0.307808	0.228388	0.220451	0.157068	0.212508	0.145214	0.14694	0.119103	0.131957	0.111192	0.154607	0.251057	0.189405	0.119017	0.147219	0.464388	0.01224	0.503063
chrX	47000000	48000000	0.256559	0.21217	0.238675	0.231395	0.210104	0.198693	0.181072	0.15285	0.357736	0.342922	0.215142	0.200911	0.150403	0.140635	0.16399	0.078491	0.188174	0.178157	0.114556	0.174957	0.1817	0.114323	0.197667	0.124799	0.245743	0.171188	0.310123	0.247052	0.100265	0.233507	0.109652	0.172001	0.110637	0.113557	0.137224	0.129588	0.133066	0.107811	0.131575	0.138414	0.142834	0.120866	0.179203	0.112986	0.219702	0.320395	0.126256	0.146218	0.159601	0.266512	0.176402	0.162931	0.139032	0.091835	0.121274	0.115966	0.133187	0.26192	0.211835	0.158338	0.145469	0.19195	0.231382	0.215034	0.182151	0.169043	0.172745	0.222977	0.181173	0.174073	0.125394	0.124492	0.117784	0.165548	0.162621	0.25258	0.215754	0.113508	0.156716	0.153991	0.275155	0.217206	0.133183	0.130678	0.171551	0.310888	0.238751	0.205034	0.178841	0.228513	0.151154	0.143795	0.141489	0.151225	0.132219	0.16193	0.242417	0.200435	0.129236	0.151746	0.443099	0.010143	0.484653
chrX	48000000	49000000	0.258859	0.195169	0.206217	0.238302	0.201679	0.190465	0.187447	0.149447	0.306924	0.335754	0.195451	0.188566	0.157865	0.149916	0.165383	0.081576	0.19158	0.17051	0.10174	0.170194	0.182857	0.126778	0.193938	0.105186	0.241387	0.167136	0.292026	0.232632	0.096301	0.232755	0.103502	0.159005	0.10849	0.114553	0.108912	0.114488	0.127031	0.104835	0.127205	0.137881	0.134471	0.110891	0.158253	0.10781	0.227314	0.318259	0.101401	0.127404	0.140416	0.265277	0.130856	0.138294	0.113968	0.106174	0.129052	0.138423	0.149182	0.278439	0.23428	0.175471	0.160391	0.19817	0.234789	0.200428	0.192809	0.174291	0.180748	0.243043	0.190913	0.187544	0.1535	0.149032	0.11592	0.159642	0.149536	0.240631	0.200953	0.121773	0.185337	0.144317	0.290374	0.207746	0.117638	0.12205	0.1425	0.27701	0.218736	0.201098	0.175385	0.216575	0.142683	0.150137	0.126186	0.144719	0.13442	0.166345	0.213195	0.193256	0.120471	0.146857	0.429663	0.008732	0.47844
chrX	49000000	50000000	0.195787	0.177584	0.191903	0.18728	0.149247	0.173486	0.151522	0.121855	0.25002	0.287953	0.165236	0.156902	0.119243	0.118351	0.139385	0.064609	0.15401	0.146601	0.077948	0.13518	0.147214	0.089188	0.16304	0.091112	0.19962	0.140626	0.241502	0.184222	0.080481	0.194271	0.091076	0.14152	0.084229	0.09414	0.115171	0.111692	0.112047	0.093459	0.09599	0.101756	0.103734	0.088831	0.1503	0.078633	0.18285	0.253308	0.087272	0.106205	0.143229	0.218439	0.131054	0.11644	0.096264	0.063849	0.08775	0.077675	0.095515	0.199012	0.157154	0.118119	0.107973	0.141017	0.179588	0.188935	0.145386	0.120125	0.13469	0.160787	0.141707	0.136064	0.091678	0.085768	0.090203	0.120335	0.120688	0.215198	0.154299	0.088169	0.11741	0.126514	0.213502	0.180886	0.096688	0.096923	0.119825	0.237373	0.177311	0.182188	0.137844	0.173526	0.117746	0.127615	0.101455	0.119452	0.103986	0.133154	0.20903	0.167972	0.092589	0.110513	0.410771	0.011054	0.452716
chrX	50000000	51000000	0.172374	0.189657	0.20916	0.181276	0.135185	0.176206	0.149045	0.103608	0.256202	0.319109	0.19125	0.169288	0.103486	0.105209	0.142884	0.051694	0.151758	0.137579	0.070515	0.123519	0.131999	0.067056	0.1581	0.0981	0.204325	0.142373	0.273087	0.208913	0.077009	0.206413	0.082551	0.151451	0.061825	0.083231	0.109509	0.09787	0.109647	0.081587	0.110162	0.111428	0.119692	0.108911	0.147749	0.072394	0.178489	0.264771	0.098436	0.11419	0.138117	0.217922	0.152238	0.122882	0.104946	0.046418	0.062787	0.046593	0.067532	0.161302	0.121957	0.095504	0.073715	0.123577	0.176478	0.189042	0.144017	0.090342	0.137766	0.112199	0.136595	0.116843	0.055711	0.057143	0.083052	0.14258	0.13958	0.255515	0.155717	0.057798	0.087971	0.124839	0.192459	0.197167	0.112709	0.106141	0.126477	0.285202	0.216285	0.221838	0.144052	0.193604	0.135895	0.144587	0.100787	0.103984	0.085994	0.125125	0.237008	0.172486	0.091527	0.110741	0.436731	0.009361	0.485176
chrX	51000000	52000000	0.146693	0.150698	0.172082	0.137785	0.106853	0.13644	0.119238	0.090019	0.202882	0.248314	0.157899	0.142887	0.086434	0.092021	0.118944	0.047942	0.119725	0.108754	0.048649	0.109931	0.114245	0.062319	0.129745	0.063175	0.172419	0.12077	0.212252	0.16933	0.061972	0.163177	0.076875	0.133337	0.064437	0.070411	0.09687	0.088959	0.090151	0.071259	0.081217	0.080276	0.076235	0.075933	0.135126	0.047274	0.152339	0.22342	0.065598	0.072032	0.122252	0.181454	0.106361	0.079404	0.065762	0.041577	0.061741	0.047765	0.063962	0.145123	0.110799	0.083299	0.0737	0.10686	0.151556	0.147804	0.105637	0.089408	0.106779	0.106481	0.115322	0.101704	0.049176	0.050742	0.061743	0.101188	0.102703	0.200623	0.103201	0.056891	0.079518	0.104269	0.164897	0.156128	0.093558	0.083115	0.078791	0.217653	0.15877	0.156604	0.114295	0.150299	0.107297	0.101824	0.065708	0.095225	0.078246	0.111707	0.198915	0.134965	0.085456	0.09584	0.436173	0.010176	0.493483
chrX	52000000	53000000	0.054944	0.056135	0.063453	0.065088	0.046927	0.064859	0.057623	0.039586	0.085491	0.105915	0.069486	0.06274	0.040702	0.041761	0.052802	0.021527	0.053212	0.041199	0.022919	0.045177	0.050155	0.028574	0.057592	0.026761	0.071124	0.054363	0.096989	0.073926	0.026888	0.070075	0.02986	0.049417	0.023572	0.027908	0.034416	0.032469	0.035877	0.027304	0.031191	0.032865	0.027966	0.025704	0.045777	0.023098	0.060098	0.084922	0.028457	0.031025	0.04328	0.075852	0.042542	0.034224	0.027256	0.018218	0.024918	0.020588	0.027468	0.05831	0.045137	0.035609	0.03392	0.047167	0.061076	0.060933	0.04864	0.038203	0.044166	0.042558	0.046682	0.044291	0.025298	0.02234	0.029565	0.044903	0.043823	0.079356	0.048777	0.02356	0.035018	0.041689	0.071133	0.062036	0.02972	0.027722	0.035578	0.086391	0.065106	0.064694	0.050324	0.060404	0.0395	0.041852	0.030235	0.040865	0.035096	0.045434	0.073661	0.054107	0.029086	0.033845	0.43623	0.008922	0.475259
chrX	53000000	54000000	0.276839	0.202244	0.212627	0.226809	0.192872	0.192341	0.175813	0.142935	0.33473	0.336326	0.216273	0.203706	0.146119	0.140512	0.16251	0.07531	0.177767	0.16476	0.089903	0.16633	0.186758	0.1108	0.201527	0.108054	0.242166	0.166894	0.307847	0.241745	0.095634	0.232013	0.104974	0.179427	0.099832	0.105766	0.132842	0.126382	0.13753	0.109421	0.117859	0.126126	0.128832	0.110631	0.188159	0.097226	0.224731	0.334837	0.112528	0.12422	0.161192	0.304142	0.160488	0.143935	0.118776	0.084754	0.113545	0.103968	0.129681	0.257464	0.207421	0.150084	0.130029	0.178439	0.237957	0.200625	0.175712	0.151893	0.176212	0.214889	0.180688	0.157681	0.108624	0.110332	0.113188	0.167322	0.166431	0.257758	0.201807	0.110538	0.158839	0.140631	0.286091	0.212986	0.126914	0.126615	0.151261	0.294137	0.221896	0.210507	0.168484	0.214307	0.144918	0.145402	0.120483	0.135981	0.125815	0.159295	0.231658	0.202503	0.121784	0.145808	0.435582	0.013188	0.48565
chrX	54000000	55000000	0.225413	0.182181	0.190478	0.177836	0.146896	0.169676	0.143783	0.106038	0.270105	0.294364	0.185342	0.17449	0.106925	0.112405	0.137293	0.057118	0.146644	0.141474	0.083407	0.120983	0.133198	0.076171	0.155036	0.093446	0.20356	0.13846	0.269454	0.211702	0.073834	0.198952	0.081954	0.142333	0.072649	0.088089	0.103892	0.098155	0.107781	0.084594	0.107688	0.11118	0.111424	0.093676	0.140128	0.082923	0.183643	0.271282	0.091167	0.113549	0.129238	0.228741	0.140943	0.118906	0.104744	0.057646	0.085243	0.071898	0.091796	0.194067	0.156352	0.115052	0.099635	0.143368	0.184481	0.175617	0.140486	0.118354	0.1413	0.161062	0.151696	0.135584	0.079873	0.077364	0.078665	0.130229	0.126601	0.235985	0.163812	0.069202	0.111019	0.120111	0.220774	0.188345	0.113648	0.105702	0.123587	0.261213	0.199889	0.184578	0.151284	0.18942	0.128953	0.127689	0.104694	0.105205	0.096258	0.126175	0.214502	0.171801	0.10548	0.121654	0.43774	0.011194	0.484538
